Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Delivery_Time,Distance_km
RANCHIRES05DEL01,34,4.8,0,3,17,6.037529177
SURRES11DEL01,24,4.7,1,2,18,6.081440797
MYSRES16DEL02,20,4.7,2,2,46,12.43540134
CHENRES18DEL01,25,4.9,0,2,26,10.86723295
HYDRES05DEL03,31,4.5,1,1,26,13.82993179
RANCHIRES14DEL01,20,4.6,3,3,29,6.290134678
COIMBRES20DEL02,31,3.8,1,1,41,20.25401004
KNPRES19DEL01,20,4.7,3,2,10,1.492235898
INDORES05DEL02,38,4.9,1,2,27,12.10010893
VADRES16DEL02,35,4.7,1,1,27,3.145067435
HYDRES19DEL02,31,4.9,1,2,27,7.683191405
RANCHIRES16DEL01,20,4.9,0,2,22,6.037193175
BHPRES010DEL01,31,4.8,2,3,30,6.039377798
BANGRES09DEL02,23,4.6,1,3,15,3.105364545
RANCHIRES14DEL02,20,4.6,3,3,16,20.44292976
HYDRES06DEL03,24,4.8,0,3,29,13.82913166
JAPRES05DEL02,24,4.5,1,3,24,7.44855798
MUMRES09DEL02,27,4.8,3,3,16,3.060557773
HYDRES02DEL02,24,4.7,1,3,21,12.29412453
VADRES010DEL01,26,4.2,1,2,32,6.058874461
PUNERES13DEL01,28,4.9,3,2,20,10.7241897
INDORES17DEL02,21,4.8,3,2,33,3.024984592
COIMBRES01DEL02,31,4.8,3,2,19,7.790237053
MUMRES05DEL01,29,4.6,1,2,20,1.530588649
MYSRES16DEL02,26,4.8,0,3,16,3.109024397
INDORES11DEL01,30,4.9,0,2,28,6.049968949
VADRES17DEL01,24,5,2,3,26,17.29786575
MUMRES18DEL02,25,4.1,3,2,17,3.059554248
MUMRES18DEL02,21,4.9,3,3,26,19.88397433
MUMRES12DEL03,27,4.7,0,3,17,4.587980158
RANCHIRES19DEL01,25,4.6,3,1,44,10.56593617
RANCHIRES04DEL01,22,5,3,2,36,16.6009757
BHPRES14DEL01,32,4.9,2,3,17,1.572533729
HYDRES05DEL01,31,4.5,3,2,31,16.90280673
RANCHIRES20DEL03,32,4.1,2,2,49,13.58119824
ALHRES06DEL02,30,4.6,0,2,23,3.145067435
SURRES15DEL01,35,3.9,0,2,43,16.72197157
KOLRES16DEL03,31,4.8,2,2,39,13.62097358
KNPRES01DEL01,34,4.8,3,1,21,1.492277917
SURRES05DEL02,22,4.3,2,2,28,3.040649953
COIMBRES09DEL03,31,4.4,2,2,41,14.02213683
HYDRES09DEL02,29,4.6,2,2,35,12.29350267
RANCHIRES03DEL03,33,4.7,0,2,29,9.435201537
INDORES19DEL02,34,4.4,0,2,41,19.65979262
MYSRES07DEL01,23,4.9,1,2,10,6.217834399
JAPRES05DEL01,34,4.9,1,3,22,1.489828587
PUNERES15DEL02,30,4.9,3,2,29,19.9105924
VADRES07DEL03,29,4.6,1,3,18,9.435201537
HYDRES04DEL02,38,4.6,1,3,25,12.29416638
SURRES03DEL01,34,4.7,2,2,25,16.72058212
MUMRES15DEL03,27,4.6,0,3,24,13.76397722
INDORES17DEL03,22,4.5,1,2,26,9.074342229
COIMBRES19DEL03,21,4.5,1,3,14,4.674173522
INDORES16DEL03,33,4.2,2,2,38,4.53765369
RANCHIRES08DEL02,27,4.9,0,2,20,3.018883118
BANGRES09DEL01,34,3.5,0,2,39,10.86824407
JAPRES12DEL02,39,4.8,1,1,20,7.448627554
BANGRES18DEL01,35,3.5,3,2,36,17.07870639
CHENRES01DEL02,32,4.9,2,2,27,3.104928771
HYDRES07DEL03,32,4.3,1,2,41,13.83028275
PUNERES010DEL02,38,4.1,0,2,37,19.91597108
PUNERES09DEL02,31,4.2,3,2,36,19.91612261
CHENRES01DEL02,25,4.9,0,2,13,3.104928771
VADRES09DEL02,29,4.6,0,2,27,12.58026782
GOARES17DEL03,30,4.4,1,2,31,13.89648553
PUNERES13DEL01,25,5,3,2,22,10.7241897
JAPRES01DEL03,28,4.6,2,2,14,20.85227883
MUMRES09DEL02,33,4.4,1,2,37,19.89051422
SURRES010DEL03,34,4,2,3,34,4.560961191
CHENRES16DEL02,21,4.8,3,2,29,12.41790773
KOLRES02DEL02,37,4.6,2,2,27,19.67503658
HYDRES05DEL03,26,4.9,2,2,45,13.82993179
MYSRES07DEL02,31,4.9,2,2,37,20.20626032
BANGRES07DEL02,20,4.9,1,3,10,7.76251004
BANGRES18DEL01,36,4.3,1,2,33,6.210864156
ALHRES12DEL01,23,4.8,0,2,24,16.47695256
AURGRES08DEL03,38,5,2,3,29,4.57903588
HYDRES01DEL03,26,4.7,2,1,22,9.220881803
CHENRES19DEL02,28,4.9,0,2,10,20.18063511
MUMRES09DEL02,22,4.5,3,2,16,7.651068543
SURRES20DEL02,35,4.8,3,1,25,7.601800335
AURGRES01DEL03,39,4.4,0,1,40,13.73589314
SURRES08DEL03,20,4.9,0,3,19,13.68149202
RANCHIRES14DEL02,30,4,2,2,34,20.44292976
BANGRES06DEL01,31,4.8,3,2,42,10.86728674
LUDHRES17DEL03,34,4.5,2,3,39,13.18447567
LUDHRES09DEL01,34,4.7,0,2,18,1.465250725
BANGRES19DEL02,23,4.6,3,3,32,12.42121274
AGRRES01DEL01,34,4.8,2,1,38,16.36832247
VADRES15DEL01,25,4.7,2,1,10,6.290134678
RANCHIRES15DEL03,35,4.3,1,3,43,13.58258356
CHENRES13DEL03,23,4.5,3,1,28,4.657153007
HYDRES010DEL02,27,4.7,0,2,22,3.073644028
RANCHIRES15DEL03,25,4.5,3,2,34,13.58258356
KOCRES17DEL01,26,5,3,2,34,17.16659104
KOCRES04DEL03,20,5,1,2,30,4.68203195
SURRES13DEL02,28,4.8,3,2,28,7.601385733
MYSRES05DEL01,29,4.6,0,3,47,6.217851598
KNPRES12DEL03,38,4.6,1,1,38,13.42798183
MYSRES20DEL01,23,4.6,2,2,37,17.09752493
INDORES02DEL01,35,4.9,2,2,25,1.513073456
VADRES08DEL02,27,4.9,2,1,22,20.44292976
MYSRES09DEL01,37,4.5,3,2,28,10.88095137
COIMBRES16DEL03,38,4.1,3,3,39,9.348298807
KNPRES20DEL01,31,4.7,1,1,16,16.4127468
VADRES18DEL03,30,4.5,2,2,27,9.435201537
BANGRES01DEL01,32,4.7,0,2,27,17.07802907
MYSRES09DEL02,23,4.9,3,2,21,3.10898833
HYDRES06DEL02,30,4.6,1,3,21,3.073422259
PUNERES010DEL02,23,4.7,0,3,19,3.064463856
INDORES12DEL03,29,4.8,1,2,22,9.074744674
INDORES07DEL02,27,5,0,3,15,19.6613102
LUDHRES08DEL01,26,4.8,1,2,21,1.465158713
HYDRES01DEL01,21,4.5,0,1,19,16.90384389
RANCHIRES010DEL01,24,4.6,3,2,26,16.60124015
JAPRES09DEL02,32,4.9,2,2,40,19.36274047
CHENRES02DEL01,33,4.9,1,3,21,6.208827615
MYSRES08DEL01,23,4.8,1,3,10,6.218153086
VADRES06DEL01,34,4.9,3,1,29,1.514781406
RANCHIRES07DEL02,38,4.6,0,2,28,12.0740475
PUNERES07DEL01,31,4.2,3,3,37,10.72465157
PUNERES18DEL01,31,4.8,3,1,15,10.72326417
AGRRES17DEL01,38,5,2,2,27,1.488347125
JAPRES08DEL03,22,4.6,1,2,29,13.40608827
BANGRES15DEL02,37,4.8,0,2,26,12.41972487
SURRES12DEL02,26,4,3,2,32,19.7602788
INDORES13DEL03,28,4.8,3,2,39,13.61156672
GOARES13DEL03,21,4.8,1,2,27,9.264431306
HYDRES08DEL02,21,4.4,0,3,32,19.97528686
RANCHIRES09DEL01,32,5,2,2,15,1.509481764
SURRES07DEL01,32,4,2,2,31,1.520369482
KOLRES17DEL01,21,4.8,2,2,21,16.64561686
ALHRES13DEL03,37,4.7,2,2,30,8.988011991
INDORES08DEL01,22,4.6,2,2,29,16.63687991
VADRES08DEL03,35,4.9,3,3,28,14.15280069
PUNERES04DEL01,30,4.9,1,2,22,10.72562572
AURGRES16DEL03,27,4.5,1,2,17,9.435201537
RANCHIRES08DEL03,37,4.9,2,2,15,9.056024276
RANCHIRES19DEL01,21,4.6,3,2,36,16.60246717
MYSRES20DEL03,23,4.5,3,1,27,13.98914626
MYSRES07DEL03,20,4.9,0,2,22,9.326577421
ALHRES15DEL01,24,4.7,0,2,14,1.498151784
DEHRES09DEL01,35,4.2,3,2,33,5.874880845
COIMBRES08DEL01,21,4.7,3,3,24,17.13807459
PUNERES04DEL01,33,4.7,3,2,26,1.532359644
HYDRES17DEL03,25,4.6,3,1,10,9.219878421
BANGRES04DEL02,20,4.8,2,2,13,7.762480219
RANCHIRES11DEL01,36,5,1,2,32,6.037445236
MUMRES05DEL03,37,4.9,3,2,19,4.591636072
JAPRES15DEL03,23,4.9,1,2,22,20.85342649
HYDRES05DEL01,33,4.8,0,2,34,1.53681995
JAPRES19DEL01,29,4.5,2,3,10,1.489845233
VADRES05DEL01,34,4.8,2,2,21,1.514792736
JAPRES16DEL03,29,5,3,2,24,8.940047177
INDORES03DEL03,23,4.6,1,3,28,9.074628632
MUMRES12DEL01,32,4.8,1,2,18,10.70467223
HYDRES11DEL01,27,4.6,1,3,23,1.536833443
CHENRES07DEL02,32,4.6,0,1,18,20.17681197
CHENRES15DEL03,22,4.8,3,3,11,4.657159718
COIMBRES02DEL03,22,4.6,1,2,20,9.348109677
DEHRES02DEL02,28,4.9,3,3,28,12.58026782
COIMBRES19DEL03,28,5,2,3,15,14.02181622
HYDRES08DEL02,34,4.6,3,3,24,12.29329045
HYDRES08DEL02,33,5,1,3,48,19.97528686
HYDRES14DEL02,31,4.5,3,2,26,12.29367767
JAPRES08DEL03,21,5,1,2,17,20.85186291
MUMRES010DEL01,32,5,0,1,31,1.530259489
HYDRES05DEL02,33,4.7,2,2,43,19.97552009
PUNERES19DEL02,22,4.6,2,1,15,12.25607645
KOLRES03DEL02,22,4.5,2,3,15,12.10824667
INDORES02DEL02,33,4.6,2,2,28,7.56485991
VADRES03DEL03,28,4.9,2,2,16,13.63090324
BANGRES09DEL02,30,4.5,3,2,27,20.18269322
PUNERES09DEL02,30,4.3,2,2,38,19.91612261
INDORES12DEL03,26,4.6,0,2,14,4.537601588
BANGRES20DEL01,32,4.7,1,2,29,10.86743475
COIMBRES07DEL01,29,4.6,3,1,23,6.232807161
COIMBRES11DEL02,20,4.8,3,3,16,12.46436946
KOCRES12DEL03,23,4.6,0,1,25,14.04499405
JAPRES14DEL03,26,4.9,3,2,19,4.469606139
DEHRES18DEL01,27,5,0,2,17,17.29786575
VADRES03DEL01,37,4.8,2,2,21,1.514745317
RANCHIRES18DEL02,28,5,0,2,13,7.546876907
JAPRES16DEL03,23,4.8,1,3,25,20.85683372
CHENRES20DEL03,22,4.8,3,2,22,4.657619913
VADRES18DEL02,23,4.7,0,2,20,12.58026782
PUNERES14DEL02,38,4.9,1,2,13,3.064659841
PUNERES05DEL01,32,4.6,3,3,27,6.12868414
KOLRES08DEL01,32,4.3,2,1,37,16.64736473
INDORES06DEL03,37,4.8,3,2,28,9.075352488
JAPRES19DEL03,35,4.8,3,2,51,20.85157881
CHENRES18DEL02,36,5,1,2,37,20.18081128
MYSRES04DEL01,24,4.5,0,3,11,6.218030984
AURGRES17DEL02,29,4.9,3,1,14,3.05273071
AURGRES08DEL02,38,4.8,1,2,31,7.631500138
BANGRES15DEL02,20,4.6,2,3,26,7.762556904
GOARES15DEL02,25,4.7,0,3,18,7.720324413
INDORES15DEL01,28,4,1,2,38,6.049788909
CHENRES13DEL02,34,4.9,3,2,27,12.4184624
VADRES17DEL03,27,4.9,2,2,19,14.15280069
HYDRES16DEL01,37,4.8,0,2,25,6.146925932
AURGRES15DEL02,31,4.7,0,2,47,12.20979859
CHENRES01DEL03,37,4.6,2,2,26,9.314419798
RANCHIRES06DEL01,32,5,1,2,29,1.509446659
JAPRES16DEL02,38,4.3,3,3,38,19.36744053
KOLRES15DEL01,29,4.6,0,3,35,5023.274777
MYSRES09DEL01,27,4.9,3,2,19,1.554508649
RANCHIRES15DEL02,23,4.8,0,2,24,7.546401421
HYDRES07DEL03,27,4.9,0,3,31,9.220550608
PUNERES010DEL02,24,4.9,1,2,27,12.25683461
JAPRES19DEL01,22,4.8,1,3,30,10.4272257
RANCHIRES08DEL03,24,4.9,0,2,20,13.58333247
DEHRES06DEL01,29,4.6,0,1,14,10.27908706
COIMBRES04DEL03,31,4.9,3,2,26,9.34807274
AGRRES11DEL03,30,4.4,0,2,27,4.464766879
PUNERES15DEL01,38,4.1,2,2,33,6.127106344
INDORES06DEL02,24,4.9,2,2,22,7.562921045
INDORES05DEL01,26,4.7,0,3,25,6.050461888
CHENRES16DEL02,25,4.7,1,1,26,3.104660875
PUNERES19DEL02,29,5,2,2,26,12.25607645
CHENRES05DEL01,36,5,1,2,13,1.552318288
BANGRES08DEL02,29,4.8,3,3,17,20.18379903
MUMRES05DEL02,29,4.6,1,2,25,7.652510173
HYDRES20DEL02,29,4.6,2,2,30,3896.99527
SURRES17DEL01,25,4.6,1,2,29,10.6422923
MYSRES09DEL01,29,4.8,0,1,25,6.217860689
GOARES07DEL02,35,4.5,0,2,21,20.06869693
MYSRES18DEL02,38,4.8,0,3,28,3.108902919
MUMRES07DEL01,31,5,2,2,42,10.70822067
SURRES01DEL01,36,4.2,1,2,32,6.080891508
AURGRES010DEL03,27,5,3,2,31,9.157693927
SURRES04DEL03,31,4.6,2,3,38,13.68148556
AURGRES06DEL03,20,5,1,2,28,13.73596529
GOARES20DEL01,24,4.7,0,2,30,11.00773476
HYDRES15DEL01,37,3.7,1,3,37,16.90165909
HYDRES04DEL02,33,4.6,1,2,30,12.29416638
COIMBRES03DEL01,27,4.7,1,2,40,10.90598906
INDORES08DEL03,29,5,3,3,22,9.075344502
CHENRES17DEL03,35,4.9,3,3,15,9.313691518
COIMBRES19DEL03,30,4.4,1,2,49,14.02181622
KOCRES02DEL01,34,3.9,0,3,36,10.92339284
GOARES17DEL02,31,4.9,3,2,23,3460.673978
COIMBRES17DEL02,23,4.8,2,2,18,20.25292441
VADRES05DEL03,35,4.6,1,2,21,13.63133066
PUNERES07DEL01,20,5,3,3,27,6.12862767
JAPRES16DEL02,29,4.6,1,2,34,2.980249385
HYDRES09DEL01,29,4.6,0,3,19,10.75695572
CHENRES12DEL02,30,4.6,0,2,27,20.18116177
AGRRES16DEL03,30,4.5,0,3,16,9.435201537
SURRES16DEL01,25,4.6,2,1,17,16.72197605
KOLRES11DEL01,35,4.8,0,1,30,16.64514538
RANCHIRES02DEL01,26,4.2,1,2,32,6.290134678
GOARES010DEL01,38,4.4,1,2,23,1.544016399
KOLRES03DEL01,34,3.5,2,3,31,16.64800433
AGRRES17DEL03,22,4.9,2,2,30,4.464864634
VADRES15DEL01,21,4.9,2,3,23,11.00773476
VADRES010DEL01,34,4.7,2,2,38,10.60250408
MYSRES09DEL01,22,4.9,0,3,27,6.217860689
GOARES18DEL02,28,4.8,2,2,18,3.088376285
CHENRES010DEL01,23,4.7,2,2,12,1.552293346
RANCHIRES20DEL01,39,4.3,1,2,39,16.59866734
KNPRES09DEL02,21,5,1,3,29,7.461099953
CHENRES06DEL03,29,4.6,1,3,11,17908.28554
SURRES16DEL01,25,5,2,2,32,6.081389117
JAPRES13DEL03,39,4.2,2,3,34,20.85711532
COIMBRES02DEL01,35,4.7,3,3,27,17.13748258
INDORES13DEL01,34,4.5,2,2,44,16.63579806
HYDRES15DEL03,36,4.6,3,3,36,9.21969166
MUMRES17DEL03,24,4.9,1,2,19,4.589099458
JAPRES14DEL01,37,4.9,3,2,36,10.42826203
RANCHIRES01DEL02,28,4.6,2,3,33,12.07165256
SURRES07DEL01,27,4.7,2,3,12,6.081190891
MUMRES17DEL01,25,4.6,1,3,17,1.529743512
JAPRES16DEL02,31,4.9,2,2,17,11.91959522
VADRES04DEL02,28,4.9,1,2,15,3.145067435
KOCRES05DEL03,38,5,2,3,30,9.363795318
SURRES14DEL02,20,5,1,2,27,19.76188041
JAPRES09DEL03,37,4.9,1,2,48,13.40602948
PUNERES03DEL02,38,5,3,3,36,12.25632113
BANGRES08DEL02,20,5,3,2,37,12.42140786
VADRES08DEL02,37,4.4,0,3,34,20.44292976
VADRES03DEL01,20,4.7,0,3,23,10.60216485
MYSRES12DEL02,30,4.8,1,3,29,7.772809995
AURGRES13DEL02,36,4.3,0,2,33,3.052701203
MUMRES08DEL02,33,4.9,0,2,24,3.059933327
RANCHIRES12DEL03,34,4.9,2,3,28,4.717601092
VADRES14DEL01,25,4.8,0,3,11,10.6024594
JAPRES09DEL03,25,5,1,2,29,4.469203458
PUNERES01DEL03,29,4.6,3,2,31,9.192119121
RANCHIRES12DEL02,38,4.8,3,1,15,7.862668167
COIMBRES010DEL02,35,4.1,3,3,49,20.25378852
COIMBRES16DEL03,38,4.9,3,2,33,4.674266565
MYSRES11DEL01,35,4.9,2,2,47,1.55450856
BANGRES05DEL02,34,4.8,2,2,35,3.105144913
RANCHIRES12DEL01,34,4.7,1,2,29,1.572533729
MYSRES08DEL02,34,4.6,2,2,26,3.109134414
JAPRES11DEL03,26,4.8,3,3,16,4.469351491
KOLRES15DEL02,20,4.7,3,2,15,7.567371173
INDORES18DEL02,27,4.8,1,2,40,12.09893438
MYSRES01DEL02,37,3.5,2,2,38,20.2068043
BANGRES11DEL01,29,4.6,2,3,18,10.86824012
MUMRES02DEL01,30,4.6,0,2,19,16.81997876
MYSRES07DEL02,26,4.8,2,3,15,3.108975195
JAPRES02DEL02,37,4.9,1,2,35,19.36253
JAPRES010DEL03,39,4.7,2,2,37,20.85094842
KNPRES16DEL01,27,4.5,0,2,10,5.968790326
BHPRES04DEL01,21,4.8,3,1,18,10.57131545
BANGRES20DEL03,35,4.7,1,2,44,9.315035594
AGRRES20DEL01,31,4.7,3,2,50,16.36850666
KNPRES16DEL01,25,4.7,3,3,19,1.492284215
MUMRES17DEL03,38,4.6,3,2,31,4.589099458
COIMBRES18DEL03,26,5,2,2,19,9.348134177
INDORES19DEL03,27,4.7,1,2,27,13.61154439
LUDHRES16DEL03,39,4.9,3,3,42,20.50668581
BANGRES14DEL01,31,4.5,0,2,25,6.210416158
RANCHIRES19DEL01,29,4.8,3,2,24,16.60246717
RANCHIRES18DEL03,25,5,1,2,21,4.5282824
CHENRES13DEL03,37,4.9,0,3,31,4.657153007
RANCHIRES05DEL02,23,4.6,2,2,41,19.61891835
SURRES16DEL01,39,4.6,2,2,26,1.520419007
SURRES14DEL02,27,4.5,1,2,21,7.601681528
CHENRES18DEL01,34,4.9,1,2,26,6.210030477
KOCRES14DEL02,38,4.8,3,2,17,7.802554769
GOARES02DEL02,33,4.8,3,2,23,7.719013857
MYSRES16DEL01,23,4.8,1,3,22,1.554526676
RANCHIRES11DEL02,31,4.6,3,2,21,7.546676276
VADRES12DEL01,35,4.7,0,3,23,1.572533729
COIMBRES16DEL01,30,4.7,1,3,25,1.558114851
VADRES14DEL01,39,4.9,0,2,30,10.6024594
INDORES08DEL03,36,4.5,2,2,25,13.61245154
SURRES16DEL02,28,4.7,3,2,18,7.601616771
MYSRES11DEL03,35,4.7,3,2,26,9.326616348
INDORES20DEL01,29,4.8,1,2,21,6.050355981
VADRES20DEL01,31,4,1,2,47,16.6599173
SURRES04DEL03,30,4.1,2,2,39,13.68148556
HYDRES01DEL02,39,4.6,1,2,15,12.29418749
HYDRES13DEL01,38,4.9,2,2,28,1.536829312
MYSRES16DEL01,38,4.9,1,3,28,6.21793288
JAPRES14DEL02,36,4.7,1,2,22,2.979795885
PUNERES13DEL02,37,4.6,1,2,25,7.660348489
VADRES01DEL03,31,4.6,3,3,20,9.088084092
AGRRES010DEL02,30,4.9,3,2,47,11.90486549
LUDHRES12DEL01,20,4.6,2,3,19,5.860420473
CHENRES05DEL01,32,4,0,2,34,6.209089326
JAPRES010DEL02,36,4.8,1,3,15,7.448086298
INDORES07DEL02,34,3.7,2,3,38,19.6613102
JAPRES11DEL03,22,4.8,2,2,24,8.938176353
JAPRES08DEL02,38,4.6,0,3,26,7.448412468
LUDHRES15DEL01,32,4.8,3,3,29,1.465161362
JAPRES16DEL02,28,4.8,0,1,17,7.450185408
COIMBRES14DEL03,23,5,0,1,17,14.02225308
INDORES20DEL03,39,4,0,2,44,9.075228439
RANCHIRES01DEL03,29,4.7,2,2,19,9.05405295
BANGRES16DEL01,39,4.4,3,1,37,10.86621515
CHENRES06DEL01,25,4.7,3,2,27,17.07395729
JAPRES13DEL01,32,4.2,0,2,31,1.490173956
PUNERES18DEL02,32,4.8,0,3,28,3.064002957
MUMRES15DEL01,37,4.1,1,2,39,6.117761954
ALHRES20DEL03,38,4.7,0,2,27,20.96865004
BANGRES08DEL01,27,4.6,0,2,28,17.07893409
MUMRES18DEL03,26,4.9,2,2,19,4.589265861
AGRRES08DEL03,26,4.6,3,3,16,20.8312298
SURRES01DEL03,36,4.6,1,2,37,4.56074046
COIMBRES12DEL02,25,4.5,0,2,20,7.790439155
COIMBRES17DEL01,27,4.2,1,1,34,17.13737799
SURRES19DEL01,36,4.6,3,2,50,16.72254316
PUNERES13DEL01,25,4.7,1,3,17,6.12836394
KNPRES010DEL02,38,4.9,3,1,44,19.39554766
SURRES02DEL02,26,5,3,2,25,12.1610097
CHENRES14DEL01,32,4.7,1,2,20,6.209485214
RANCHIRES18DEL02,25,4.5,3,2,18,7.546876907
AGRRES01DEL03,33,4.4,2,2,36,13.39279522
COIMBRES14DEL02,31,4.7,1,3,28,7.790401204
VADRES13DEL01,38,4.7,1,2,28,10.6025073
RANCHIRES08DEL01,29,4.6,1,2,24,1.509467584
HYDRES09DEL01,35,4.7,1,1,27,1.536828545
PUNERES18DEL02,21,4.9,1,2,30,19.91296719
JAPRES07DEL02,36,4.9,0,2,19,7.45260766
INDORES010DEL01,24,4.7,2,2,38,10.5869531
COIMBRES18DEL02,35,4.4,2,2,26,3.116148934
INDORES04DEL01,22,4,0,2,31,16.6353152
BANGRES03DEL02,23,4.5,1,2,49,12.41963241
MYSRES01DEL02,31,4.7,0,3,28,20.2068043
HYDRES09DEL02,35,4.6,0,2,49,19.97563218
HYDRES09DEL01,27,4.6,0,2,19,6.147073151
CHENRES16DEL03,34,4.9,3,3,17,4.656945386
MUMRES20DEL01,34,3.1,1,2,32,16.82567455
CHENRES05DEL01,36,4.2,1,3,36,17.07381305
COIMBRES15DEL03,25,4.8,1,2,23,14.02218261
BANGRES20DEL02,33,4.9,0,2,27,7.76260589
KOCRES14DEL03,38,4,3,3,32,4.681604178
SURRES19DEL03,21,4.8,1,2,26,4.561267998
MUMRES13DEL03,38,4.3,3,2,24,4.588360239
AURGRES11DEL01,28,4.8,3,2,38,11.00773476
BANGRES010DEL01,22,4.9,0,2,11,6.210618323
COIMBRES02DEL02,38,4.9,1,2,35,3.116140781
INDORES09DEL03,29,4.6,0,3,39,17131.51883
RANCHIRES15DEL01,28,4.6,2,2,19,16.60036113
PUNERES03DEL03,24,4.9,1,2,24,13.78816948
RANCHIRES15DEL03,35,4.6,3,2,21,9.055525276
INDORES01DEL01,39,3.5,3,1,42,16.63859018
BANGRES13DEL01,29,4.6,2,1,33,17.07794944
MUMRES08DEL02,35,4.4,2,3,41,19.88644475
VADRES12DEL02,28,4.2,0,3,35,20.44292976
MUMRES14DEL01,29,4.5,0,2,25,1.529484176
PUNERES12DEL02,29,4.6,0,3,30,16615.841
BANGRES18DEL01,31,4.1,0,1,31,6.210864156
VADRES06DEL03,29,2.7,0,2,32,13.63122853
INDORES11DEL03,25,3.1,1,3,36,13.61128305
BANGRES15DEL03,34,4.9,1,3,24,13.97205302
JAPRES03DEL01,26,5,0,3,12,1.489780669
CHENRES02DEL02,22,4.6,2,1,18,12.41700384
COIMBRES20DEL03,25,4.6,0,3,23,9.348552276
LUDHRES13DEL02,24,5,0,3,28,2.930340237
INDORES18DEL03,29,4.6,0,2,15,4.537513327
MUMRES12DEL03,23,3.3,0,3,31,13.76275436
MUMRES12DEL02,26,4.7,3,2,20,3.058697314
JAPRES18DEL01,20,4.8,3,2,27,5.958759869
MYSRES03DEL01,36,4.5,2,2,29,6.218134915
VADRES010DEL02,25,5,0,3,23,12.11694692
PUNERES02DEL03,29,4.5,3,1,25,13.78828222
BANGRES010DEL03,31,4.9,0,2,46,4.658009301
SURRES09DEL02,20,4.7,2,2,44,19.76074373
SURRES09DEL01,22,4.6,1,3,15,10.64140776
CHENRES18DEL01,21,4.8,1,2,29,17.07640786
HYDRES13DEL01,28,4.7,1,2,49,16.90290998
SURRES17DEL01,34,4.8,0,2,25,6.08159695
MYSRES08DEL03,35,4.4,3,2,37,9.327055825
LUDHRES06DEL02,25,4.7,3,3,15,7.325299567
CHENRES07DEL01,25,4.9,0,2,15,17.07302629
KOLRES05DEL02,24,4.6,3,3,11,3.027350374
VADRES010DEL03,35,4.6,0,2,17,13.63133955
CHENRES03DEL03,31,4.5,0,3,25,13.96884202
COIMBRES16DEL03,30,4.9,2,2,46,14.02209608
KNPRES12DEL01,20,4.6,2,2,20,5.968570258
DEHRES01DEL02,30,4.5,1,3,39,12.58026782
RANCHIRES14DEL03,25,4.7,1,2,19,4.717601092
RANCHIRES16DEL03,30,4.9,1,3,26,4.527973054
INDORES14DEL01,21,5,2,2,10,16.63487012
SURRES03DEL02,27,4.7,2,3,15,12.16099912
MYSRES12DEL02,20,4.8,1,2,24,20.20779793
COIMBRES010DEL02,27,4.8,1,1,14,12.46442267
PUNERES20DEL01,32,4.4,3,2,38,6.127848457
INDORES03DEL01,24,4.7,1,2,10,6.04995626
JAPRES010DEL03,34,4.4,1,2,35,20.85094842
PUNERES03DEL03,31,4.3,3,2,33,4.596439723
MYSRES02DEL01,34,4.7,3,2,28,17.09859305
COIMBRES16DEL03,31,4.7,3,2,23,9.348298807
COIMBRES19DEL03,27,4.9,0,2,16,9.348112475
COIMBRES13DEL01,37,4.1,2,2,33,1.558132266
BHPRES14DEL01,21,4.8,3,3,29,17.29786575
VADRES14DEL01,29,4.9,1,2,27,6.058848945
MYSRES20DEL03,27,4.6,2,1,16,13.98914626
CHENRES010DEL01,27,4.8,2,2,18,10.86540915
COIMBRES06DEL02,23,4.8,1,2,17,3.116147019
RANCHIRES12DEL01,28,4.8,3,2,16,17.29786575
RANCHIRES20DEL03,34,4.1,1,1,42,13.58119824
MYSRES03DEL03,38,4.8,1,2,21,13.99015118
HYDRES09DEL02,36,4.9,0,1,24,12.29350267
RANCHIRES19DEL03,30,5,1,2,23,4.528570754
CHENRES06DEL01,35,4.1,3,2,23,1.552331353
CHENRES03DEL01,36,4.9,0,2,35,6.208681984
SURRES17DEL02,30,4.5,3,3,27,7.601876617
KOCRES16DEL01,39,4.2,2,2,32,6.242318683
CHENRES03DEL03,24,4.4,1,3,39,13.96884202
KOCRES19DEL01,29,4.1,3,2,35,10.92450839
VADRES06DEL02,30,4.3,3,2,29,3.029512751
CHENRES14DEL01,36,4.4,3,2,36,17.07490453
VADRES010DEL03,36,4.7,3,2,45,4.544230975
CHENRES20DEL03,25,3.1,1,2,42,13.97203603
KNPRES09DEL03,26,4.9,0,1,12,20.8874355
BANGRES09DEL02,29,4.5,1,3,25,20.18269322
AGRRES15DEL02,36,4.8,1,2,16,3.145067435
RANCHIRES15DEL01,36,4.8,0,2,19,10.56459693
INDORES13DEL02,28,4.4,2,3,40,19.6598249
VADRES01DEL02,22,5,3,2,12,7.573528692
CHENRES20DEL01,33,4.6,2,2,23,6.210098948
KNPRES01DEL02,32,4.7,1,2,29,7.460811933
RANCHIRES20DEL02,35,3.7,0,3,32,19.61592696
KOLRES12DEL01,32,4.9,0,3,22,10.5940217
SURRES010DEL03,25,5,0,3,12,9.121491544
AURGRES04DEL03,31,4.6,0,3,26,4.57904025
MUMRES02DEL01,34,4.3,0,2,33,6.11697167
